fake_name,point,Work_accident,mission,satisfaction_level,promotion_last_5years,last_evaluation,impact,Department,level,somebody,left,research,average_montly_hours,xy,camera,number_project,time_spend_company,from,significant,fake_date_of_birth,his,fake_zipcode,fake_misc,fake_surname,salary,xyz,me
Heather,1.608814153713586,0.0,0.045144332170910434,0.58,0.0,0.62,0.03,Administration,0.30227136502484275,-1.61,1.0,1.1299360812055672,238.0,'important',0.07,4.0,3.0,-1.61,20399,1942-07-09,-0.30227136502484275,43255,'lose',Jefferson,low,head,0.30227136502484275
Daryl,1.262141821161459,0.0,-1.393905931177407,0.79,0.0,0.55,0.03,Customer Service,1.204440289987799,1.26,0.0,-0.4907536280058922,242.0,'choice',0.07,5.0,2.0,1.26,18042,2022-06-27,-1.204440289987799,43853,'free',Sullivan,low,offer,1.204440289987799
Lisa,0.316917759197372,0.0,-1.8952429416032062,0.11,0.0,0.91,0.03,,2.080140425034353,-0.32,1.0,0.7772202706903762,302.0,'she',0.07,6.0,4.0,-0.32,11864,2022-12-20,-2.080140425034353,69977,nan,Perez,low,yet,2.080140425034353
Michael,0.9954629068564242,0.0,-0.8154330681733317,0.38,0.0,0.55,0.03,Sales,0.6486326307055501,1.0,1.0,nan,151.0,'own',0.07,2.0,3.0,1.0,12448,1943-11-16,-0.6486326307055501,38950,'southern',Sparks,low,sister,0.6486326307055501
Sherry,1.9037860169303353,0.0,0.44272438741944375,0.84,0.0,0.93,0.03,Inventory Management,-0.05542145007545218,-1.9,1.0,1.2237108894932633,251.0,'site',0.07,4.0,5.0,-1.9,12875,1993-09-08,-0.05542145007545218,79324,nan,Ayers,medium,issue,0.05542145007545218
Curtis,1.904023816913159,0.0,-1.2271521082943813,0.6,0.0,0.67,0.03,Sales,0.8877745203947377,1.9,0.0,-0.995392049942025,249.0,'build',0.07,3.0,2.0,1.9,28413,1939-12-17,-0.8877745203947377,87517,'human',Morrow,medium,so,0.8877745203947377
Jesse,0.6638712457028929,0.0,-1.1948162267425413,0.71,0.0,0.99,0.03,,1.4123926608532211,-0.66,0.0,0.8197157168750945,136.0,'teacher',0.07,2.0,3.0,-0.66,28400,1986-12-05,-1.4123926608532211,41542,'human',David,low,truth,1.4123926608532211
Amanda,1.091372920309799,1.0,-1.953066138709214,0.58,0.0,0.73,0.03,Inventory Management,1.8349696176339685,1.09,0.0,-0.20654788957432185,162.0,'finally',0.07,5.0,3.0,1.09,24611,1941-10-07,-1.8349696176339685,93069,'need',Thompson,medium,value,1.8349696176339685
Gregory,0.977072810326412,1.0,-1.608301442724783,0.49,0.0,0.6,0.03,,1.4939971761766926,0.98,0.0,-0.22575893558507865,191.0,'myself',0.07,3.0,3.0,0.98,12664,1939-08-19,-1.4939971761766926,40501,'usually',Espinoza,high,add,1.4939971761766926
John,0.7400802732635108,0.0,-2.1401183184103725,0.73,0.0,0.73,0.03,Inventory Management,2.1099251334376765,0.74,0.0,0.09753509833882396,249.0,'drive',0.07,5.0,3.0,0.74,23341,1999-05-17,-2.1099251334376765,66815,'data',Walker,medium,value,2.1099251334376765
Mercedes,0.6460105919218198,0.0,-3.4851215764831425,0.37,0.0,0.45,0.03,Customer Service,3.557666722389187,0.65,1.0,nan,151.0,'section',0.07,2.0,3.0,0.65,19973,1967-02-09,-3.557666722389187,02636,'individual',Flores,low,plant,3.557666722389187
Marie,0.7013431042414804,0.0,-1.190954773581624,0.95,0.0,0.53,0.03,,1.41645121261428,-0.7,0.0,0.8452152512925291,263.0,'effort',0.07,4.0,3.0,-0.7,15777,2021-06-17,-1.41645121261428,14500,'serious',Evans,low,Republican,1.41645121261428
Jennifer,0.5938392218717792,0.0,nan,0.49,0.0,0.91,0.03,,1.4445320375841078,-0.59,0.0,0.7829630718351416,134.0,'arrive',0.07,4.0,4.0,-0.59,21465,2004-09-11,-1.4445320375841078,65079,'four',Sherman,low,vote,1.4445320375841078
Michael,2.0941487296792474,0.0,0.7069602951152606,0.87,0.0,0.54,0.03,Sales,-0.2943839116102043,-2.09,0.0,1.2819998158729449,260.0,'nearly',0.07,3.0,2.0,-2.09,28374,1931-04-14,-0.2943839116102043,06838,'themselves',Hughes,medium,change,0.2943839116102043
Debra,1.0721072547944006,1.0,-0.715157686271559,0.82,0.0,0.65,0.03,Sales,0.9922545199016835,-1.07,0.0,nan,178.0,'stop',0.07,5.0,7.0,-1.07,18228,1915-01-17,-0.9922545199016835,16651,'matter',Mata,medium,alone,0.9922545199016835
David,0.9337548950531496,1.0,-0.5035025557586668,0.74,0.0,0.81,0.03,Customer Service,0.33105530266621497,0.93,0.0,-0.5167863187009877,281.0,'fall',0.07,5.0,3.0,0.93,26295,1985-11-19,-0.33105530266621497,00989,'teach',Rosario,low,pretty,0.33105530266621497
Bruce,1.3830524543076836,1.0,0.24119061331461114,0.65,0.0,0.68,0.03,Inventory Management,-0.5569794894947322,1.38,0.0,-1.0529326623556263,268.0,'according',0.07,3.0,2.0,1.38,11014,1916-06-07,-0.5569794894947322,99032,'data',Robles,low,throughout,0.5569794894947322
Patricia,1.2041546520473323,0.0,-0.786564321892766,0.17,0.0,0.79,0.03,Marketing,0.5725740697735238,1.2,0.0,-0.6264591329184493,126.0,nan,0.07,2.0,5.0,1.2,18767,1908-08-02,-0.5725740697735238,10758,'fill',Fowler,medium,challenge,0.5725740697735238
Brett,1.5085046867187066,1.0,-1.5874134768103019,0.62,0.0,0.87,0.03,Customer Service,nan,1.51,0.0,-0.6094332018462068,221.0,'spend',0.07,4.0,3.0,1.51,20828,1950-03-19,-1.3561594325814164,82623,'cup',Jackson,low,debate,1.3561594325814164
Ethan,1.2534623877398596,0.0,0.7563724495522491,0.98,0.0,0.51,0.03,Sales,-1.075464077509054,1.25,0.0,-1.110919011254009,243.0,'when',0.07,3.0,2.0,1.25,27562,1929-09-12,-1.075464077509054,90181,'attention',Savage,low,such,1.075464077509054
Jackson,0.34048034426431095,0.0,-1.0709958995678914,0.97,0.0,0.74,0.03,Sales,1.062390627009352,0.34,0.0,0.07004306217148523,104.0,'sometimes',0.07,3.0,5.0,0.34,26100,1950-10-17,-1.062390627009352,61265,'far',Diaz,low,table,1.062390627009352
Natalie,1.691071424006172,0.0,0.1472671190629744,0.57,0.0,0.78,0.03,Manager,0.21180678812526266,-1.69,0.0,1.1586347749774375,143.0,'of',0.07,4.0,3.0,-1.69,29374,1987-03-19,-0.21180678812526266,48977,'professional',Jones,medium,that,0.21180678812526266
Eric,1.1795113345435153,0.0,nan,0.48,0.0,0.9,0.03,Marketing,0.6090529574814298,1.18,0.0,-0.6004089094563063,201.0,'television',0.07,4.0,4.0,1.18,17811,1942-12-29,-0.6090529574814298,75417,'trade',Atkins,medium,dog,0.6090529574814298
Erika,1.045937744694542,0.0,-0.6676007560998062,0.88,0.0,0.96,0.03,,0.9360928229886237,-1.05,0.0,0.9376123693385194,173.0,'serious',0.07,5.0,4.0,-1.05,15249,2005-10-02,-0.9360928229886237,58384,nan,Mcintyre,medium,movement,0.9360928229886237
Shelia,0.7254365180738214,0.0,nan,0.6,0.0,0.72,0.03,Inventory Management,1.3245895739112707,0.73,0.0,-0.10850290932245957,181.0,'energy',0.07,3.0,2.0,0.73,10286,1957-04-14,-1.3245895739112707,34549,'six',Hodges,medium,position,1.3245895739112707
Kenneth,0.7674218114647675,0.0,-0.9116480644747861,0.67,0.0,0.66,0.03,Inventory Management,1.1344443543651168,-0.77,0.0,0.8108087786176879,151.0,'also',0.07,3.0,3.0,-0.77,26846,2017-09-30,-1.1344443543651168,42368,'mention',Hart,low,sea,1.1344443543651168
Melanie,1.029100731832199,0.0,-0.19303880506312207,0.6,0.0,0.61,0.03,,-0.019150121115357743,1.03,0.0,-0.6749626734734283,104.0,'scientist',0.07,3.0,5.0,1.03,19761,1954-01-04,-0.019150121115357743,40423,'focus',Reynolds,medium,leg,0.019150121115357743
Kim,1.2825528184860568,0.0,-2.0017202422042963,0.95,0.0,0.96,0.03,Administration,1.8449870070956753,1.28,0.0,-0.32821202165789476,250.0,'whether',0.07,3.0,3.0,1.28,14246,1917-12-30,-1.8449870070956753,49808,'light',Mccarthy,medium,threat,1.8449870070956753
David,1.2372910491499567,0.0,-0.39038961484886997,0.77,0.0,0.89,0.03,Sales,0.683577151259873,-1.24,1.0,0.9928257044829212,270.0,'care',0.07,4.0,5.0,-1.24,12439,2022-10-20,-0.683577151259873,32034,'focus',Ball,medium,those,0.683577151259873
Matthew,0.5498460511874034,0.0,0.8608889523571915,0.51,0.0,0.67,0.03,Sales,-1.0332228631351525,0.55,0.0,nan,133.0,'this',0.07,4.0,3.0,0.55,27218,2012-09-06,-1.0332228631351525,06214,'fill',Perez,medium,discuss,1.0332228631351525
Brittany,1.946980346561714,0.0,-0.6280207945578473,0.68,0.0,0.49,0.03,Inventory Management,0.2426492019963017,1.95,0.0,-1.2004280198504784,230.0,'seek',0.07,3.0,3.0,1.95,21981,2006-11-12,-0.2426492019963017,95652,nan,Wolfe,medium,industry,0.2426492019963017
John,0.6662780180104797,0.0,-0.6919659840187341,0.81,0.0,0.77,0.03,Inventory Management,0.5892649201978254,0.67,0.0,nan,221.0,'final',0.07,3.0,2.0,0.67,22004,1916-10-06,-0.5892649201978254,74761,'cup',Miller,low,research,0.5892649201978254
Kyle,0.5664319561507776,0.0,-2.1275174659986966,0.81,0.0,1.0,0.03,Inventory Management,2.1343501320477563,0.57,1.0,0.21724436561499344,253.0,'doctor',0.07,4.0,5.0,0.57,23965,1947-10-21,-2.1343501320477563,85446,'exactly',Moran,low,surface,2.1343501320477563
Jamie,0.9092314995133084,0.0,-1.416924292861454,0.56,0.0,0.92,0.03,Customer Service,1.3056814691096943,0.91,0.0,-0.23330096529696173,232.0,'no',0.07,3.0,2.0,0.91,27928,1967-12-04,-1.3056814691096943,41523,'sometimes',Wolf,medium,house,1.3056814691096943
James,1.4435175431739447,0.0,-0.06985332993169381,0.98,0.0,0.51,0.03,Sales,0.38832380659778454,-1.44,0.0,1.045986924833382,223.0,'staff',0.07,4.0,2.0,-1.44,27129,1929-09-16,-0.38832380659778454,83205,'need',Goodman,low,maintain,0.38832380659778454
Holly,0.9140176123921244,0.0,-0.8208634161355832,0.33,0.0,0.59,0.03,Inventory Management,1.0700153958645044,-0.91,0.0,nan,243.0,'lawyer',0.07,3.0,2.0,-0.91,29576,1989-12-29,-1.0700153958645044,14758,'lose',Bailey,medium,eat,1.0700153958645044
Jacob,0.044943132133097086,0.0,-1.8757391059147426,0.65,0.0,0.77,0.03,Customer Service,2.0002453072182718,-0.04,0.0,0.5782972983151262,273.0,'safe',0.07,4.0,2.0,-0.04,20308,1959-10-21,-2.0002453072182718,66359,'mention',Johnson,high,question,2.0002453072182718
Christian,0.7015430947015322,1.0,-0.044720002256300205,0.37,0.0,0.72,0.03,Customer Service,-0.10524371918218067,0.7,0.0,-0.485430481768098,169.0,'participant',0.07,3.0,2.0,0.7,10830,1946-09-18,-0.10524371918218067,92895,'focus',Miller,medium,compare,0.10524371918218067
Raven,0.514359434591897,0.0,-3.421473700817175,0.39,0.0,0.5,0.03,,3.5187814011113434,0.51,1.0,0.6311457108884462,151.0,'PM',0.07,2.0,3.0,0.51,20150,2019-04-30,-3.5187814011113434,18439,'serious',Cooper,medium,you,3.5187814011113434
Michael,0.07753303696806269,0.0,-1.0557420431899185,0.71,0.0,0.76,0.03,,1.137189211486103,-0.08,0.0,nan,201.0,'once',0.07,3.0,2.0,-0.08,26385,1958-05-21,-1.137189211486103,13659,nan,Gross,medium,when,1.137189211486103
Sarah,0.592971158147076,1.0,-1.3113654817912581,0.76,0.0,0.59,0.03,,1.5206380772626233,-0.59,0.0,0.8032886015612715,201.0,'like',0.07,3.0,6.0,-0.59,25017,2017-11-10,-1.5206380772626233,32048,'fill',Johnson,medium,eye,1.5206380772626233
Lorraine,1.2533355358680005,0.0,-0.5235318959940038,0.73,0.0,0.76,0.03,Inventory Management,nan,-1.25,0.0,1.0430071757512742,166.0,'put',0.07,2.0,3.0,-1.25,28296,1953-09-15,-0.828354936745271,74979,'region',Rogers,low,ever,0.828354936745271
Timothy,1.5817902652489328,0.0,0.12137677878525903,0.67,0.0,0.89,0.03,Marketing,0.21549433665844586,-1.58,0.0,nan,173.0,'meeting',0.07,2.0,3.0,-1.58,26352,2011-05-09,-0.21549433665844586,16264,'usually',Richard,low,can,0.21549433665844586
Ann,0.5823117234003683,1.0,-1.283156400543647,0.98,0.0,0.91,0.03,Administration,1.4883835263503307,-0.58,0.0,0.7874981889800636,165.0,'own',0.07,3.0,2.0,-0.58,10684,1948-03-23,-1.4883835263503307,60594,'attention',Carey,medium,while,1.4883835263503307
Erica,0.704149349367668,0.0,-1.9033581705970242,0.52,0.0,0.58,0.03,,1.8665050560220169,0.7,0.0,0.054101135695202404,203.0,'do',0.07,3.0,2.0,0.7,24924,2017-04-23,-1.8665050560220169,90046,'become',Gilbert,medium,evening,1.8665050560220169
Whitney,0.2921521655723782,1.0,-1.7023247994682544,0.85,0.0,0.92,0.03,,1.870032523119494,-0.29,0.0,0.7034308375183513,151.0,'effect',0.07,4.0,3.0,-0.29,23977,2008-07-10,-1.870032523119494,97405,'four',Lara,medium,next,1.870032523119494
Jordan,0.7573389740406236,0.0,nan,0.37,0.0,0.51,0.03,Inventory Management,0.4389624701100492,0.76,1.0,-0.37236086192377377,132.0,'find',0.07,2.0,3.0,0.76,23510,1940-11-22,-0.4389624701100492,30048,nan,Willis,medium,two,0.4389624701100492
Robert,1.1310733398008321,0.0,-1.0616680750995198,0.89,0.0,0.83,0.03,Inventory Management,0.8804106820018927,1.13,0.0,-0.49440169080838553,267.0,'form',0.07,5.0,4.0,1.13,23224,2009-01-24,-0.8804106820018927,56851,'here',Smith,low,officer,0.8804106820018927
Grace,0.7628474020684193,0.0,-0.515478141261812,0.1,0.0,0.77,0.03,,0.3809633097036822,0.76,1.0,nan,291.0,'itself',0.07,7.0,4.0,0.76,24273,1993-01-04,-0.3809633097036822,07292,'need',Fowler,low,happen,0.3809633097036822
Robert,1.1922145710388217,0.0,-0.5099730983896934,0.41,0.0,0.56,0.03,,0.28166488990920135,1.19,1.0,-0.6985409162724143,150.0,'magazine',0.07,2.0,3.0,1.19,25386,2004-04-03,-0.28166488990920135,70843,'here',Stephens,low,green,0.28166488990920135
Matthew,0.014181525482239943,0.0,-1.9873279478400276,0.76,0.0,0.81,0.03,,2.105789979171261,0.01,0.0,0.5687919289413006,175.0,'plant',0.07,3.0,3.0,0.01,28577,2015-09-18,-2.105789979171261,02297,nan,Pratt,medium,a,2.105789979171261
Valerie,1.1010326499643155,0.0,-1.848483063353432,0.88,0.0,0.89,0.03,Manager,1.7218874893773664,1.1,0.0,nan,213.0,'place',0.07,4.0,3.0,1.1,29592,2016-07-08,-1.7218874893773664,72145,'serious',Hawkins,medium,history,1.7218874893773664
Timothy,0.5365633819411229,0.0,-1.4958607673170676,0.62,0.0,0.95,0.03,,1.7041396515724494,-0.54,0.0,0.8169497760797347,132.0,'thank',0.07,4.0,3.0,-0.54,18891,1916-08-21,-1.7041396515724494,09326,'here',Wood,medium,war,1.7041396515724494
Stephen,1.0679999251152008,1.0,-0.4691201752790195,0.73,0.0,0.69,0.03,Marketing,0.26535006255302906,1.07,0.0,-0.622184238833488,273.0,'great',0.07,6.0,4.0,1.07,11152,1925-12-21,-0.26535006255302906,87859,'old',Leblanc,medium,writer,0.26535006255302906
Tyler,1.0209697362285748,0.0,-2.3328059221665414,0.55,0.0,0.85,0.03,Sales,2.2532590758909925,1.02,0.0,-0.045914954240998916,273.0,'nearly',0.07,4.0,2.0,1.02,21121,2022-03-19,-2.2532590758909925,40373,'trade',Ferguson,medium,must,2.2532590758909925
Jermaine,0.9624394398648208,0.0,-0.8074051751725229,0.85,0.0,0.8,0.03,Marketing,1.0662735878562406,-0.96,0.0,0.9190077936847257,219.0,'talk',0.07,4.0,2.0,-0.96,18381,1912-03-11,-1.0662735878562406,14919,nan,Robinson,medium,lay,1.0662735878562406
Lauren,0.9441764934460225,0.0,-0.8497504009956515,0.52,0.0,0.57,0.03,Sales,1.10723358991493,-0.94,0.0,0.9183660071661187,150.0,'area',0.07,3.0,3.0,-0.94,24856,1970-09-10,-1.10723358991493,07879,'big',Rogers,low,matter,1.10723358991493
Daniel,0.6170153180110464,0.0,-0.2259973233313122,0.5,0.0,0.83,0.03,,0.1055193096982584,0.62,0.0,nan,258.0,'same',0.07,5.0,2.0,0.62,24245,1921-11-08,-0.1055193096982584,63152,'fight',Shea,low,we,0.1055193096982584
Edward,0.7674647357983904,0.0,-1.0488518171225114,0.61,0.0,0.85,0.03,Customer Service,1.280049095596915,-0.77,0.0,0.850803932410352,230.0,'present',0.07,5.0,3.0,-0.77,14125,1986-07-09,-1.280049095596915,24279,'past',Taylor,low,free,1.280049095596915
Eric,0.40908149442714836,0.0,-1.0952328299462606,0.72,0.0,0.84,0.03,Customer Service,1.0731781093142108,0.41,0.0,0.028360677254759263,250.0,'less',0.07,4.0,3.0,0.41,20310,1911-11-08,-1.0731781093142108,38118,'usually',Malone,high,back,1.0731781093142108
Diana,1.080018924218077,1.0,-0.6452523412338018,0.85,0.0,0.46,0.03,Inventory Management,nan,-1.08,0.0,0.9553179023399884,123.0,'high',0.07,3.0,5.0,-1.08,10907,2013-10-18,-0.9197956947919081,65761,'report',Cox,low,commercial,0.9197956947919081
Michelle,0.8738384309192542,0.0,0.1660109399827495,0.45,0.0,0.57,0.03,Marketing,nan,0.87,1.0,-0.6692304344043223,148.0,'decision',0.07,2.0,3.0,0.87,18804,2018-09-27,-0.3663654231140234,88717,'themselves',Waters,high,social,0.3663654231140234
Sarah,1.549001304326683,0.0,nan,0.99,0.0,0.92,0.03,Customer Service,1.2532137338620246,1.55,0.0,-0.664044805112823,220.0,'along',0.07,3.0,3.0,1.55,24475,1928-01-29,-1.2532137338620246,75742,'become',Hunter,low,discussion,1.2532137338620246
Theresa,1.135539354642374,0.0,0.6045198605727594,0.98,0.0,1.0,0.03,Inventory Management,-0.8886565942534705,1.14,0.0,-0.9829014294198811,150.0,nan,0.07,5.0,3.0,1.14,25452,1932-10-11,-0.8886565942534705,55497,'drive',Cooper,medium,administration,0.8886565942534705
Robert,0.6352967494465073,0.0,-1.1520336055112672,0.85,0.0,0.79,0.03,Customer Service,1.3607738060463082,-0.64,0.0,0.786951419177768,157.0,'game',0.07,3.0,4.0,-0.64,27352,1970-04-14,-1.3607738060463082,71606,'easy',Fitzgerald,medium,rather,1.3607738060463082
Timothy,0.48284220218948337,0.0,-0.8118708875518058,0.85,0.0,0.52,0.03,Inventory Management,0.7564303429425964,0.48,0.0,-0.1065849273051853,174.0,'whom',0.07,4.0,2.0,0.48,28643,1926-01-19,-0.7564303429425964,08812,'old',Downs,low,page,0.7564303429425964
Kristen,1.2129685004203115,0.0,-0.9561409017172534,0.84,0.0,0.53,0.03,,0.7506038446713487,1.21,0.0,-0.5833272996756496,275.0,'worry',0.07,2.0,3.0,1.21,22091,1946-04-28,-0.7506038446713487,24631,'fight',Good,low,impact,0.7506038446713487
Cheryl,1.2601389125138585,1.0,-0.36514267385966453,0.65,0.0,0.67,0.03,Inventory Management,0.6617591576893833,-1.26,0.0,1.0017055224681666,240.0,'country',0.07,3.0,2.0,-1.26,28235,1994-05-09,-0.6617591576893833,24346,'matter',Gallagher,low,she,0.6617591576893833
Michael,1.006263136669638,0.0,-0.9038768569323135,0.44,0.0,0.48,0.03,Inventory Management,1.1781843924858302,-1.01,1.0,0.9782453972944072,158.0,'really',0.07,2.0,3.0,-1.01,10653,1998-10-17,-1.1781843924858302,92637,'drive',Johnson,low,wide,1.1781843924858302
Robert,0.9014084653406613,1.0,-0.9273330054989293,0.41,0.0,0.58,0.03,Sales,1.180252345101802,-0.9,0.0,0.9105769358811214,274.0,'tough',0.07,5.0,2.0,-0.9,28040,1958-09-24,-1.180252345101802,46356,'professional',Wilson,medium,bad,1.180252345101802
Deanna,1.2443789490598403,0.0,-0.41117247091361936,0.58,0.0,0.75,0.03,Sales,0.7071738893335411,-1.24,0.0,1.0039153819834628,253.0,'coach',0.07,4.0,2.0,-1.24,12797,1937-02-03,-0.7071738893335411,49648,'always',Mills,low,discussion,0.7071738893335411
Ashley,0.46117227844674935,1.0,-1.3699604382324149,0.55,0.0,0.74,0.03,Inventory Management,1.554129279585224,-0.46,0.0,0.7267111089593532,211.0,'space',0.07,3.0,3.0,-0.46,24167,1967-05-27,-1.554129279585224,81068,'once',Mitchell,high,her,1.554129279585224
Lawrence,1.0267669573912073,0.0,-0.7203440119215794,0.91,0.0,0.63,0.03,Sales,nan,1.03,0.0,-0.5197112384974022,240.0,'account',0.07,5.0,7.0,1.03,20804,1981-08-21,-0.5409140599040226,46512,'indicate',Payne,medium,discover,0.5409140599040226
Austin,1.4280922973388313,0.0,-0.3265011094786644,0.82,0.0,0.86,0.03,,0.6573111770771453,-1.43,1.0,1.1097833296562083,243.0,'raise',0.07,5.0,5.0,-1.43,21835,1951-01-20,-0.6573111770771453,47422,'mention',Benson,low,medical,0.6573111770771453
Paul,0.4928499622383392,0.0,-1.3321350835452732,0.77,1.0,0.82,0.03,Sales,1.5208854637856764,-0.49,0.0,0.7382008065305798,134.0,'describe',0.07,4.0,3.0,-0.49,25857,1937-10-21,-1.5208854637856764,26344,'usually',Estrada,low,maintain,1.5208854637856764
Maria,1.1836567020693458,1.0,-2.965560684288403,0.59,0.0,0.56,0.03,Inventory Management,2.8893036573695645,1.18,0.0,0.022802165340147392,221.0,'decide',0.07,4.0,3.0,1.18,15983,1908-12-13,-2.8893036573695645,00553,nan,Cardenas,low,return,2.8893036573695645
Megan,1.406716946300533,0.0,-3.645528151258493,0.39,0.0,0.43,0.03,Marketing,3.5623076286639703,1.41,0.0,0.062375296402532115,154.0,'TV',0.07,3.0,3.0,1.41,26936,1975-05-18,-3.5623076286639703,29094,'easy',Logan,low,recently,3.5623076286639703
William,1.1154755307288746,0.0,-0.6461998904308379,0.44,0.0,0.55,0.03,Customer Service,0.9285187340859278,-1.12,1.0,0.980786335396779,135.0,'water',0.07,2.0,3.0,-1.12,24139,2023-12-27,-0.9285187340859278,27757,nan,Miller,low,young,0.9285187340859278
Vanessa,0.7823871277719908,0.0,-0.9711770556692272,0.89,0.0,0.99,0.03,Sales,1.2008716256005632,-0.78,0.0,0.8387814333956825,258.0,'worker',0.07,2.0,3.0,-0.78,15616,1944-02-15,-1.2008716256005632,17833,'fill',Evans,medium,next,1.2008716256005632
Christina,0.9426716876231327,1.0,-2.088991132117474,0.43,0.0,0.86,0.03,Sales,2.0115745702736954,0.94,0.0,-0.06130133597825482,125.0,'interest',0.07,5.0,3.0,0.94,28097,1981-06-23,-2.0115745702736954,14392,'indicate',Gray,low,song,2.0115745702736954
Ariel,1.2548567529441397,0.0,-0.24661229095177398,0.1,0.0,0.85,0.03,Sales,0.534829505928843,-1.25,1.0,0.9634269881676019,260.0,'book',0.07,6.0,4.0,-1.25,22637,1974-07-10,-0.534829505928843,91491,'once',Kim,low,fact,0.534829505928843
Amanda,1.2820289657574804,0.0,-0.38573169871915913,0.73,0.0,0.51,0.03,,0.6883720675336495,-1.28,0.0,1.0232558847354492,249.0,nan,0.07,4.0,5.0,-1.28,19324,1949-02-07,-0.6883720675336495,40083,'give',Bennett,medium,prove,0.6883720675336495
Matthew,1.4231819668173187,0.0,-0.16483505559238315,0.89,0.0,0.86,0.03,Sales,0.48468852651798255,-1.42,0.0,1.0592044438882693,178.0,'wall',0.07,3.0,4.0,-1.42,10163,1991-01-25,-0.48468852651798255,95276,'usually',Watkins,medium,current,0.48468852651798255
Michael,1.9782649395549567,0.0,0.4687135567757883,0.53,0.0,0.78,0.03,Administration,-0.06678897722685617,-1.98,0.0,1.2690591251972574,275.0,'long',0.07,5.0,5.0,-1.98,27310,1951-07-13,-0.06678897722685617,05933,'big',Payne,low,third,0.06678897722685617
Jessica,1.1309682968532122,1.0,-2.6984292789696784,0.91,0.0,0.6,0.03,Sales,2.617302215456762,1.13,0.0,-0.01757189268177403,133.0,'discuss',0.07,4.0,4.0,1.13,20223,2018-08-01,-2.617302215456762,58419,'drive',Ramirez,medium,son,2.617302215456762
Luis,0.18475818484875173,1.0,-1.8128857552087376,0.77,0.0,0.68,0.03,Inventory Management,1.9639800708327135,-0.18,0.0,0.6593300142666803,162.0,'exist',0.07,5.0,4.0,-0.18,23523,1913-05-07,-1.9639800708327135,15152,'here',Martin,medium,each,1.9639800708327135
Daniel,1.0098882673102425,0.0,-0.5769677655845445,0.42,0.0,0.46,0.03,Customer Service,0.832069963022037,-1.01,1.0,0.88559915267283,131.0,'force',0.07,2.0,3.0,-1.01,10772,1943-06-27,-0.832069963022037,62635,'matter',Gordon,medium,financial,0.832069963022037
